full_name,repo,description,stars,forks,language,user,name,type,location,lat,long,city,country,rank,prs_open,prs_closed,issues_open,issues_closed,contributors, commits
loopeer/itemtouchhelper-extension,itemtouchhelper-extension,"Extension for itemtouchhelper with swipe settling,recover and no conflict with recyclerview",739,82,Java,loopeer,Loopeer,Organization,BeiJing,39.904211,116.407395,Beijing,China,1104.5,0,3,6,0,3,28
jhu-ep-coursera/fullstack-course4,fullstack-course4,"Example code for HTML, CSS, and Javascript for Web Developers Coursera Course",739,1456,JavaScript,jhu-ep-coursera,,Organization,,,,,,1104.5,0,39,3,19,13,135
anaibol/awesome-serverless,awesome-serverless,":cloud: A curated list of awesome services, solutions and resources for serverless / nobackend applications.",739,48,,anaibol,Anibal,User,France,46.227638,2.213749,,France,1104.5,0,38,0,3,24,191
beakerbrowser/beaker,beaker,An Experimental P2P Browser,738,47,JavaScript,beakerbrowser,Beaker Browser,Organization,,,,,,1107,1,71,64,107,7,739
nareix/mama-hd,mama-hd,妈妈再也不用担心我的 MacBook 发热了计划之 1080P,737,42,JavaScript,nareix,,User,,,,,,1108.5,1,0,5,7,2,103
fogleman/gg,gg,Go Graphics - 2D rendering in Go with a simple API.,737,43,Go,fogleman,Michael Fogleman,User,"Cary, NC",35.79154,-78.7811169,Cary,United States,1108.5,1,4,1,9,4,117
jiang111/RxJavaApp,RxJavaApp,"学习RxJava操作符的APP,新增线程调度说明",736,173,Java,jiang111,NewTab,User,"Wuxi, China",31.49117,120.31191,Wuxi,China,1110.5,0,0,0,1,2,62
jimon/osx_app_in_plain_c,osx_app_in_plain_c,A simple showcase how to create a simple OS X app in plain C without any Objective-C,736,34,C,jimon,Dmytro Ivanov,User,"Stockholm, Sweden",59.3293235,18.0685808,Stockholm,Sweden,1110.5,0,3,2,0,4,17
soumith/ganhacks,ganhacks,starter from 'How to Train a GAN?' at NIPS2016,734,96,,soumith,Soumith Chintala,User,"New York, USA",40.7127837,-74.0059413,New York,United States,1112.5,0,2,3,3,2,5
d3viant0ne/awesome-webpack,awesome-webpack,"A curated list of awesome Webpack resources, libraries and tools",734,33,HTML,d3viant0ne,Joshua Wiens,User,Twitter - @d3viant0ne ,,,,,1112.5,1,27,1,11,15,73
thelong1EU/SpaceTabLayout,SpaceTabLayout,This is a awesome TabLayout for Android with a central Floating  Action Button :D,733,105,Java,thelong1EU,Razvan Lung,User,România,45.943161,24.96676,,Romania,1114,0,0,3,6,1,28
race604/WaveLoading,WaveLoading,A wave-like loading drawable,732,80,Java,race604,吴晶,User,"Beijing, China",39.904211,116.407395,Beijing,China,1115.5,0,1,0,1,2,14
TadasBaltrusaitis/OpenFace,OpenFace,"OpenFace – a state-of-the art open source tool intended for facial landmark detection, head pose estimation, facial action unit recognition, and eye-gaze estimation.",732,309,C++,TadasBaltrusaitis,Tadas Baltrusaitis,User,,,,,,1115.5,1,8,55,48,7,137
kongnanlive/SideBar,SideBar,全新的快速索引导航栏，联系人字母排序侧边栏。,730,130,Java,kongnanlive,孔楠,User,"Hangzhou, China",30.274085,120.15507,Hangzhou,China,1118,0,0,1,5,1,6
Meetic/MaryPopup,MaryPopup,Expand your view with no problem ;),730,97,Java,Meetic,Meetic,Organization,"Paris, France",48.856614,2.3522219,Paris,France,1118,1,1,2,1,3,17
facebookincubator/beringei,beringei,"Beringei is a high performance, in-memory storage engine for time series data.",730,29,C++,facebookincubator,Facebook Incubator,Organization,"Menlo Park, California",37.4529598,-122.1817252,Menlo Park,United States,1118,0,14,3,0,6,23
weui/weui-wxss,weui-wxss,"A UI library by WeChat official design team, includes the most useful widgets/modules.",729,142,JavaScript,weui,WeUI,Organization,Guangzhou China,23.12911,113.264385,Guangzhou,China,1120.5,0,2,7,11,2,22
ahangchen/How-to-Be-A-Programmer-CN,How-to-Be-A-Programmer-CN,[译]如何做好一枚程序员,729,92,CSS,ahangchen,梦里风林,User,Guangzhou,23.12911,113.264385,Guangzhou,China,1120.5,0,4,0,1,2,105
celrenheit/lion,lion,Lion is a fast HTTP router for building modern scalable modular REST APIs in Go,728,40,Go,celrenheit,Salim Alami,User,"Geneva, Switzerland",46.2043907,6.1431577,Geneva,Switzerland,1123.5,0,8,1,9,3,204
wireapp/wire,wire,:wavy_dash: Overview of the open source code for Wire,728,37,,wireapp,Wire Swiss GmbH,Organization,,,,,,1123.5,0,4,0,0,5,16
endrazine/wcc,wcc,The Witchcraft Compiler Collection,728,40,C,endrazine,Jonathan Brossard,User,San Francisco,37.7749295,-122.4194155,San Francisco,United States,1123.5,0,5,0,8,6,30
naru-jpn/View2ViewTransition,View2ViewTransition,Custom interactive view controller transition from one view to another view.,728,56,Swift,naru-jpn,naru,User,Tokyo,35.6894875,139.6917064,,Japan,1123.5,0,13,3,12,6,69
hwdsl2/docker-ipsec-vpn-server,docker-ipsec-vpn-server,"Docker image to run an IPsec VPN server, with IPsec/L2TP and Cisco IPsec",727,91,Shell,hwdsl2,Lin Song,User,United States,37.09024,-95.712891,,United States,1126.5,0,1,0,17,2,71
thank-you-github/thank-you-github,thank-you-github,An open letter of gratitude to GitHub,727,487,,thank-you-github,,User,,,,,,1126.5,0,553,0,9,214,722
andywer/leakage,leakage,🐛 Memory leak testing for node.,726,16,JavaScript,andywer,Andy Wermke,User,"Leipzig, Germany",51.3396955,12.3730747,Leipzig,Germany,1128.5,0,10,2,3,3,42
FuYaoDe/react-native-app-intro,react-native-app-intro,"react-native-app-intro is a react native component implementing a parallax effect welcome page using base on react-native-swiper , similar to the one found in Google's app like Sheet, Drive, Docs...",726,102,JavaScript,FuYaoDe,FuYaoDe,User,Taiwan,23.69781,120.960515,,Taiwan,1128.5,4,19,14,19,11,96
casatwy/CTMediator,CTMediator,The mediator for modularization in your iOS Project.,724,180,Objective-C,casatwy,Casa Taloyum,User,"shanghai, china",31.230416,121.473701,Shanghai,China,1130.5,0,0,0,7,1,29
apache/arrow,arrow,Apache Arrow is a columnar in-memory analytics layer designed to accelerate big data. It houses a set of canonical in-memory representations of flat and hierarchical data along with multiple language-bindings for structure manipulation. It also provides IPC and common algorithm implementations. ,724,167,Java,apache,The Apache Software Foundation,Organization,,,,,,1130.5,12,251,0,0,27,252
JZ-Darkal/AndroidHttpCapture,AndroidHttpCapture,AndroidHttpCapture网络诊断工具 是一款Android手机抓包软件 主要功能包括：手机端抓包、PING/DNS/TraceRoute诊断、抓包HAR数据上传分享。你也可以看成是Android版的'Fiddler' \(^o^)/~,723,119,Java,JZ-Darkal,Darkal,Organization,,,,,,1132.5,0,0,4,6,1,23
fruitcoder/ReplaceAnimation,ReplaceAnimation,"Pull-to-refresh animation in UICollectionView with a sticky header flow layout, written in Swift :large_orange_diamond:",723,69,Swift,fruitcoder,Alex Hüllmandel,User,Berlin,52.5200066,13.404954,Berlin,Germany,1132.5,1,2,3,1,3,14
jaksi/sshesame,sshesame,A fake SSH server that lets everyone in and logs their activity,721,18,Go,jaksi,Kristóf Jakab,User,Hungary,47.162494,19.503304,,Hungary,1134.5,0,0,0,7,1,23
kyleduo/TinyPNG4Mac,TinyPNG4Mac,TinyPNG client for Mac,721,63,Swift,kyleduo,kyleduo,User,"beijing,China",39.904211,116.407395,Beijing,China,1134.5,0,3,2,1,2,29
Hitomis/ActivitySwitcher,ActivitySwitcher,"ActivitySwitcher is based on the Activity view operation management library, you can achieve any jump between Activity, close any Activity and end applications and other functions.",720,96,Java,Hitomis,Hitomi,User,"Wuhan, China.",30.593099,114.305393,Wuhan,China,1137,0,1,4,1,1,85
tidwall/redcon,redcon,Fast Redis compatible server framework for Go,720,13,Go,tidwall,Josh Baker,User,"Tempe, AZ",33.4255104,-111.9400054,Tempe,United States,1137,0,2,0,5,3,51
frontendbr/forum,forum,"Portando discussões feitas em grupos (Facebook, Google Groups, Slack, Disqus) pra issues",720,44,,frontendbr,Front-End Brasil,Organization,,,,,,1137,0,12,347,35,13,48
mcmatan/ImageOpenTransition,ImageOpenTransition,Beautiful and precise transitions between ViewControllers images written in Swift.,719,36,Swift,mcmatan,,User,Tel Aviv,32.0852999,34.7817676,Tel Aviv-Yafo,Israel,1139,0,3,1,6,4,51
joowani/binarytree,binarytree,Python Library for Learning Binary Trees,718,35,Python,joowani,Joohwan Oh,User,,,,,,1140.5,1,1,1,1,2,8
bang590/JSPatchX,JSPatchX,A XCode plugin that provides autocompletion for JSPatch,718,82,Objective-C,bang590,bang,User,"Guangdong, China",23.132191,113.266531,,China,1140.5,0,2,0,5,3,12
halilb/react-native-textinput-effects,react-native-textinput-effects,Text inputs with custom label and icon animations for iOS and android. Built by react native and inspired by Codrops.,717,51,JavaScript,halilb,Halil Bilir,User,,,,,,1142,0,2,7,12,2,42
Yalantis/PixPic,PixPic,"PixPic, a Photo Editing App",716,111,Swift,Yalantis,Yalantis,Organization,"Ukraine, Dnipro",48.464717,35.046183,Dnipro,Ukraine,1144.5,0,3,0,4,2,7
thunderrise/android-TNRAnimationHelper,android-TNRAnimationHelper,"This is a library that contains practical animations: Rotation, Flip, Horizontal and Vertical Shake, Pulse.",716,82,Java,thunderrise,Thunderrise Inc.,Organization,,,,,,1144.5,0,1,0,1,2,12
stone0090/javascript-lessons,javascript-lessons,本课程之所以叫做《JavaScript 闯关记》，是因为部分章节精心设计了挑战关卡，通过提供更多的实战机会，让大家可以循序渐进地、有目的地、有挑战地开展学习。,716,116,HTML,stone0090,stone,User,china,35.86166,104.195397,,China,1144.5,0,8,0,13,3,100
matryer/silk,silk,Markdown based document-driven RESTful API testing.,716,24,Go,matryer,Mat Ryer,User,"London, UK",51.5073509,-0.1277583,London,United Kingdom,1144.5,1,14,6,26,7,161
inket/update_xcode_plugins,update_xcode_plugins,No more messing with plugin UUIDs; Plugins on Xcode 8!,715,51,Ruby,inket,Mahdi Bchetnia,User,"Tokyo, Japan / Bay Area",35.553888,139.8956943,,Japan,1148,0,8,4,20,1,39
facebookresearch/CommAI-env,CommAI-env,A platform for developing AI systems as described in A Roadmap towards Machine Intelligence - http://arxiv.org/abs/1511.08130,715,94,Python,facebookresearch,,Organization,,,,,,1148,1,23,0,3,5,102
openai/requests-for-research,requests-for-research,A living collection of deep learning problems,715,250,HTML,openai,,Organization,,,,,,1148,1,18,2,3,16,89
nenadg/traquer,traquer,Records and reproduces user's in-page behavior,714,27,JavaScript,nenadg,Nenad Golubovic,User,"Banja Luka, Bosnia and Herzegovina",44.7721811,17.191,Banja Luka,Bosnia and Herzegovina,1152,0,0,1,0,1,29
koush/electron-chrome,electron-chrome,,714,20,JavaScript,koush,Koushik Dutta,User,"Seattle, WA",47.6062095,-122.3320708,Seattle,United States,1152,0,1,6,10,2,104
devsisters/DQN-tensorflow,DQN-tensorflow,Tensorflow implementation of Human-Level Control through Deep Reinforcement Learning,714,182,Python,devsisters,Devsisters corp.,Organization,,,,,,1152,0,3,7,9,4,93
lgtmco/lgtm,lgtm,LGTM is a simple pull request approval system [ARCHIVE],714,53,Go,lgtmco,LGTM,Organization,San Francisco,37.7749295,-122.4194155,San Francisco,United States,1152,7,8,21,20,5,39
ConsoleTVs/Charts,Charts,Multi-library chart package to create interactive charts using laravel.,714,83,HTML,ConsoleTVs,Erik Campobadal,User,Manresa,,,,,1152,1,55,9,44,19,267
HuTianQi/QQ,QQ,一款高仿腾讯QQ的IM软件，主UI框架采用侧滑菜单+底部导航的方式，核心聊天功能基于bmob SDK，已经实现文本，表情，图片，位置，语音等信息的发送。万水千山总是情，来个Star行不行？,713,185,Java,HuTianQi,hq_sunshine,User,,,,,,1156,0,0,0,0,1,31
still-life-studio/txt.wav,txt.wav,some weird text animations the internet deserves,713,39,CSS,still-life-studio,Still Life,Organization,"Cambridge, MA",42.3736158,-71.1097335,Cambridge,United States,1156,0,4,0,1,3,21
glycerine/zygomys,zygomys,"Java has Clojure, Go has zygo. A 100% Golang, easy-to-use Lisp.",713,18,Go,glycerine,"Jason E. Aten, Ph.D.",User,,,,,,1156,0,6,0,11,6,716
nikhilpanju/RecyclerViewEnhanced,RecyclerViewEnhanced,"Android Library to provide swipe, click and other functionality to RecyclerView",712,123,Java,nikhilpanju,Nikhil Panju,User,,,,,,1158,2,1,12,7,2,26
onmyway133/Snowflake,Snowflake,❄️  SVG in Swift,711,23,Swift,onmyway133,Khoa Pham,User,"Oslo, Norway",59.9138688,10.7522454,Oslo,Norway,1162,0,0,0,1,1,123
MeCKodo/vue-tutorial,vue-tutorial,vue2.0-tutorial,711,193,JavaScript,MeCKodo,二哲,User,中国厦门,24.479834,118.089425,Xiamen,China,1162,0,4,1,14,2,21
sachinchoolur/lightgallery-desktop,lightgallery-desktop,"A modern, electron and nodejs based image viewer for Mac, Windows and Linux.",711,43,JavaScript,sachinchoolur,Sachin N,User,Bangalore,12.9715987,77.5945627,Bengaluru,India,1162,1,2,17,11,3,10
bevacqua/shots,shots,:gun: pull down the entire Internet into a single animated gif.,711,21,JavaScript,bevacqua,Nicolás Bevacqua,User,https://twitter.com/nzgb,,,,,1162,0,3,7,7,3,31
SchibstedSpain/Parallax-Layer-Layout,Parallax-Layer-Layout,Layered parallax effect to any Android views,711,57,Java,SchibstedSpain,Schibsted Spain,Organization,Spain,40.463667,-3.74922,,Spain,1162,0,10,1,2,4,26
totocaster/Typist,Typist,Small Swift UIKit keyboard manager for iOS apps.,711,21,Swift,totocaster,Toto Tvalavadze,User,"Kanazawa, Japan",36.5613254,136.6562051,Kanazawa,Japan,1162,0,5,0,6,5,63
KunalKapadia/express-mongoose-es6-rest-api,express-mongoose-es6-rest-api,:collision: A boilerplate application for building RESTful APIs Microservice in Node.js using express and mongoose in ES6 with code coverage and JsonWebToken Authentication,711,137,JavaScript,KunalKapadia,Kunal Kapadia,User,Mumbai,19.0759837,72.8776559,Mumbai,India,1162,11,146,16,38,7,256
jiang111/IndexRecyclerView,IndexRecyclerView,a Contact list implements by Recyclerview,710,138,Java,jiang111,NewTab,User,"Wuxi, China",31.49117,120.31191,Wuxi,China,1166,0,1,1,6,3,52
xwartz/wechat-app-demo,wechat-app-demo,微信小程序 demo,709,195,JavaScript,xwartz,xwartz,User,"HangZhou, China",30.274085,120.15507,Hangzhou,China,1168.5,0,2,0,11,2,17
jmurzy/react-native-foldview,react-native-foldview,FoldView implemented in JavaScript ⛱,709,53,JavaScript,jmurzy,Jake Murzy,User,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,1168.5,1,4,0,3,4,29
StijnMiroslav/top-starred-devs-and-repos-to-follow,top-starred-devs-and-repos-to-follow,"The Top-Starred Python GitHub Devs, Orgs, and Repos to Follow (All-Time and Trending)",709,40,Python,StijnMiroslav,,User,,,,,,1168.5,0,3,0,3,4,31
gmarm/BetterSegmentedControl,BetterSegmentedControl,"An easy to use, customizable replacement for UISegmentedControl & UISwitch.",709,68,Swift,gmarm,George Marmaridis,User,"Berlin, Germany",52.5200066,13.404954,Berlin,Germany,1168.5,0,18,0,26,4,93
mariohahn/StatusProvider,StatusProvider,"Protocol to handle initial Loadings, Empty Views and Error Handling in a ViewController & views",708,37,Swift,mariohahn,Mario Hahn,User,Vienna ,48.2081743,16.3738189,Vienna,Austria,1171,0,2,4,3,4,59
kenberkeley/redux-simple-tutorial,redux-simple-tutorial,Redux 莞式教程。本教程深入浅出，配套入门、进阶源码解读以及文档注释丰满的 Demo 等一条龙服务,706,120,,kenberkeley,Ken Berkeley,User,,,,,,1172.5,0,1,0,8,2,45
learncodeacademy/react-js-tutorials,react-js-tutorials,Code that goes along with my YouTube React JS Series,706,575,JavaScript,learncodeacademy,LearnCode,User,,,,,,1172.5,1,14,7,6,13,45
skypeopensource/skypeopensource2,skypeopensource2,Open source client for Skype Network based on reverse engineering,705,124,C,skypeopensource,,User,,,,,,1175,0,4,5,3,3,36
xdavidhu/mitmAP,mitmAP,A python program to create a fake AP and sniff data.,705,71,Python,xdavidhu,,User,Hungary,47.162494,19.503304,,Hungary,1175,0,4,0,10,3,52
rinvex/country,country,"Rinvex Country is a simple and lightweight package for retrieving country details with flexibility. A whole bunch of data including name, demonym, capital, iso codes, dialling codes, geo data, currencies, flags, emoji, and other attributes for all 250 countries worldwide at your fingertips.",705,68,PHP,rinvex,Rinvex,Organization,"Alexandria, Egypt",31.2000924,29.9187387,Alexandria,Egypt,1175,1,24,5,15,7,95
mancj/MaterialSearchBar,MaterialSearchBar,Material Design Search Bar for Android,704,103,Java,mancj,Mansur,User,Russia,61.52401,105.318756,,Russia,1177.5,0,4,0,14,4,57
chain/chain,chain,Chain Core Developer Edition,704,92,Go,chain,Chain,Organization,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,1177.5,14,314,11,10,18,2114
AzimoLabs/AndroidKeyboardWatcher,AndroidKeyboardWatcher,Software keyboard open/close watcher for Android.,702,100,Java,AzimoLabs,AzimoLabs,Organization,Kraków,50.0646501,19.9449799,Kraków,Poland,1180.5,1,2,5,4,2,25
krzysztofzablocki/KZFileWatchers,KZFileWatchers,"A micro-framework for observing file changes, both local and remote. Helpful in building developer tools.",702,37,Swift,krzysztofzablocki,Krzysztof Zabłocki,User,"Warsaw, Poland",52.2296756,21.0122287,Warsaw,Poland,1180.5,0,3,0,2,4,20
blinksh/blink,blink,Blink Mobile Shell for iOS (Mosh based),702,60,JavaScript,blinksh,Blink Shell,Organization,"Madrid, New York City",44.7483037,-75.1325897,Madrid,United States,1180.5,6,21,84,108,7,166
remixz/messenger-bot,messenger-bot,A Node client for the Facebook Messenger Platform,702,99,JavaScript,remixz,Zach Bruggeman,User,"Kelowna, BC, Canada",49.8879519,-119.4960106,Kelowna,Canada,1180.5,0,27,7,26,10,78
viatsko/awesome-vscode,awesome-vscode,A curated list of delightful VS Code packages and resources.,701,31,,viatsko,Valerii Iatsko,User,"Amsterdam, NH, Netherlands",52.3702157,4.8951679,Amsterdam,Netherlands,1184,0,23,1,5,19,105
atemerev/skynet,skynet,Skynet 1M threads microbenchmark,701,105,C#,atemerev,Alexander Temerev,User,"Geneva, Switzerland",46.2043907,6.1431577,Geneva,Switzerland,1184,10,38,21,5,21,109
taion/rrtr,rrtr,[Deprecated] A complete routing solution for React.js,701,11,JavaScript,taion,Jimmy Jia,User,New York,40.7127837,-74.0059413,New York,United States,1184,0,14,0,5,289,259
dongjunkun/GanK,GanK,干货集中营,700,197,Java,dongjunkun,董俊锟,User,湖北武汉,30.593099,114.305393,Wuhan,China,1187,0,1,4,1,1,15
