full_name, stars, forks, description, language
NecronomiconCoding/NecroBot, 3111, 2461, "The biggest Pokemon Go Bot in history. Good Bye!", 
acdlite/react-fiber-architecture, 2886, 72, "A description of React's new core algorithm, React Fiber", 
nothings/single_file_libs, 2489, 114, "List of single-file C/C++ libraries.", 
kdeldycke/awesome-falsehood, 2353, 37, ":pill: Curated list of falsehoods programmers believe in.", 
mzlogin/awesome-adb, 2095, 443, ":lollipop: ADB Usage Complete / ADB 用法大全", 
AnthonyCalandra/modern-cpp-features, 2057, 105, "A cheatsheet of modern C++ language and library features.", 
sqreen/awesome-nodejs-projects, 2056, 79, "Curated list of awesome open-source applications made with Node.js", 
bnb/awesome-hyper, 1968, 116, "🖥 Delightful Hyper plugins, themes, and resources", 
rstacruz/webpack-tricks, 1940, 46, "Tips and tricks in using Webpack", 
VoLuong/Begin-Latex-in-minutes, 1852, 94, ":bowtie: Brief Intro to LaTeX for beginners that helps you use LaTeX with ease. Comments and Contributions are welcomed :thumbsup: ", 
thibmaek/awesome-raspberry-pi, 1759, 106, "A curated list of awesome Raspberry Pi tools, projects, images and resources", 
keonkim/awesome-bits, 1705, 83, ":computer: A curated list of awesome bitwise operations and tricks", 
getify/Functional-Light-JS, 1645, 105, "A book about functional programming in JavaScript.", 
a0viedo/demystifying-js-engines, 1517, 38, "A list of resources about JavaScript engines", 
jareware/css-architecture, 1481, 64, "8 simple rules for a robust, scalable CSS architecture", 
HiFaraz/node-playbook, 1455, 54, "Get started fast with Node.js", 
wbkd/awesome-interactive-journalism, 1390, 65, "A list of awesome interactive journalism projects.", 
SmartisanTech/android, 1378, 157, "Smartisan open source code for full build.(repo manifest xml)", 
heynickc/awesome-ddd, 1373, 83, "A curated list of Domain-Driven Design (DDD), Command Query Responsibility Segregation (CQRS), Event Sourcing, and Event Storming resources", 
BruceDone/awesome-crawler, 1370, 124, "A collection of awesome web crawler,spider in different languages", 
timarney/react-faq, 1305, 71, "A collection of links to help answer your questions about React.js", 
openimages/dataset, 1301, 162, "The Open Images dataset", 
hedengcheng/tech, 1300, 288, "programming, database, distributed system", 
mandatoryprogrammer/NorthKoreaDNSLeak, 1264, 189, "Snapshot of North Korea's DNS data taken from zone transfers.", 
ro31337/bigoposter, 1173, 67, "Big-O Complexities / Poster of common algorithms used in Computer Science", 
fuchsia-mirror/fuchsia, 1062, 136, "", 
McFrankline/Blockchain-stuff, 1015, 51, "Blockchain and Crytocurrency Resources", 
sbrugman/deep-learning-papers, 942, 80, "Papers about deep learning ordered by task, date. Current state-of-the-art papers are labelled.", 
MDCC2016/Android-Session-Slides, 912, 208, "Here are the slides in MDCC 2016 Android Session.", 
sangupta/ps, 877, 43, "Problem Solving", 
material-foundation/material-remixer, 855, 41, "A set of cross-platform libraries and protocols to allow the sharing of design values and live refinement of apps during the development process.", 
DynamicCocoa/DynamicCocoa, 803, 77, "A framework for running Cocoa code dynamically.", 
Lunat1q/Catchem-PoGo, 801, 515, "PoGo Bot, C#, awesome UI, Bot manager, Discord server: https://discord.me/Catchem", 
ruanyf/document-style-guide, 782, 166, "中文技术文档的写作规范", 
TalAter/awesome-progressive-web-apps, 772, 52, ":sunrise: A collection of awesome resources for building progressive web apps", 
apple/swift-protobuf-plugin, 764, 18, "Moved to apple/swift-protobuf", 
soumith/ganhacks, 735, 96, "starter from 'How to Train a GAN?' at NIPS2016", 
kenberkeley/redux-simple-tutorial, 706, 120, "Redux 莞式教程。本教程深入浅出，配套入门、进阶源码解读以及文档注释丰满的 Demo 等一条龙服务", 
Famolus/awesome-sass, 694, 37, "🎨 Curated list of awesome Sass and SCSS frameworks, libraries, style guides, articles, and resources.", 
facebookincubator/react-vr, 690, 14, "Issues-only repo for React VR - a React Native platform to run 3D and WebVR content.", 
AoDevBlue/MaterialValues, 668, 33, "An Android library for material design values", 
GeekLiB/Lee-VR-Source, 652, 139, "VR developers necessary resources(VR 开发者必备资源汇总)", 
postlight/awesome-cms, 649, 44, "📚 A collection of open and closed source Content Management Systems (CMS) for your perusal.", 
struct/mms, 620, 46, "Modern Memory Safety in C/C++", 
mrjoelkemp/awesome-paid-open-source, 604, 26, "Collection of links around paid/sustainable open source development", 
bufferapp/android-guidelines, 599, 90, "Project Guidelines for the Android Buffer App", 
ericdouglas/react-learning, 593, 48, ":link: A curated list of free resources to master React Development :sparkles:", 
poteto/elixirconf-2016, 585, 62, "ElixirConf 2016 summary", 
turbo/openftp4, 573, 91, "A list of all FTP servers in IPv4 that allow anonymous logins.", 
onqtam/awesome-cmake, 571, 37, "A curated list of awesome CMake scripts, modules, examples and others.", 
chibicode/react-functional-css-protips, 565, 12, ":sunglasses: Functional CSS - The Good, The Bad, and Some Protips for React.js Users", 
hypotext/notation, 564, 20, "Collection of quotes on interesting notations & how they affect thought.", 
xinghongfei/awesome-view, 542, 132, "自定义View有这些足够了", 
Jermic/Android-Crack-Tool, 534, 90, "Android crack tool Just For Mac", 
Nax/longflow-manifesto, 533, 23, ":coffee: The longflow manifesto", 
BrianEstrada/PokeScanner, 526, 165, "A Scanning tool for Pokemon Go for Android.", 
lenazun/working-remotely, 520, 30, "A list of tips and practical ideas we've learned while working remotely", 
finndev/PokeBuddy, 517, 225, "", 
adamsitnik/awesome-dot-net-performance, 505, 34, "A curated list of awesome .NET Performance books, courses, trainings, conference talks, blogs and most inspiring open source contributors. Inspired by awesome-... stuff.", 
allenwong/MakeIconsWithSketch, 495, 25, "Simple tutorials about how to make icons with Sketch. ", 
fchollet/keras-resources, 493, 109, "Directory of tutorials and open-source code repositories for working with Keras, the Python deep learning library", 
521xueweihan/git-tips, 489, 131, ":trollface:Git的奇技淫巧", 
jobbole/ProgrammingProjectList, 463, 256, "", 
flyeralarm/onboarding, 463, 32, "A list of resources we at flyeralarm use to get new developers up and running", 
mgechev/angular-performance-checklist, 450, 32, "Cheatsheet for developing ⚡lightning⚡ fast Angular applications.", 
tib/awesome-xcode-extensions, 445, 40, "Awesome native Xcode extensions.", 
melnik909/frontend-whitelist, 443, 73, "Frontend WhiteList — это список полезных ресурсов для разработчиков интерфейсов", 
gdgbeijing/devfest2016, 437, 88, "http://chinagdg.org/2016-devfest-beijing/", 
vermont42/Podcasts, 435, 17, "A list of podcasts of interest to iOS developers and other habitués of the Apple ecosystem.", 
vhpoet/react-native-styling-cheat-sheet, 420, 25, "Most of the React Native styling material in one page", 
sfermigier/awesome-functional-python, 417, 22, "", 
google/bbr, 414, 53, "", 
jivoi/awesome-ml-for-cybersecurity, 362, 82, " :octocat: Machine Learning for Cyber Security", 
pogodevorg/awesome-pokemongo, 351, 82, "A list of awesome PokemonGO frameworks, libraries, software, resources and links.", 
devlinkcn/ppts_for_idev2016, 351, 79, "iDev 2016 全平台开发者大会 PPTs", 
shekhargulati/gradle-tips, 349, 23, "Gradle tips for all of us", 
HollyAdele/awesome-programming-for-kids, 348, 21, "A curated list of resources for teaching kids programming. ", 
1ppm/1ppmLog, 347, 137, "Release one side project per month, log your results here!", 
ggomaeng/better-developer-quotes, 347, 26, "💡 A compilation of answers I received from other developers when I asked them--'How do I become a better developer?'", 
hackstoic/golang-open-source-projects, 345, 104, "为互联网IT人打造的中文版awesome-go", 
karpathy/paper-notes, 345, 35, "Random notes on papers, likely a short-term repo.", 
jirsbek/SSH-keys-in-macOS-Sierra-keychain, 338, 13, "Saving SSH keys in macOS Sierra keychain", 
jobbole/awesome-python-books, 336, 142, "如果有人让你推荐 Python 技术书，请让他看这个列表", 
joggerplus/awesome-weex, 335, 47, "A curated list of awesome Weex guides, articles, sites, tools, projects and resources. ", 
tokio-rs/tokio, 332, 3, "Asynchronous I/O for Rust", 
jobbole/awesome-web-dev-books, 331, 90, "如果有人让你推荐前端技术书，请让他看这个列表", 
MDCC2016/iOS-Session-Slides, 330, 55, "Here are the slides in MDCC 2016 iOS Session.", 
luozhaohui/books, 324, 77, "读书如抽丝", 
pickhardt/maintainers-wanted, 320, 17, "List of projects looking for new lead maintainers, either abandoned or just looking for someone else to lead.", 
adam-s/facebook-pixel-guide, 319, 19, "A guide to using Facebook pixel for efficient ad campaigns", 
alexmoreno/ES6-para-humanos, 312, 50, "Um guia de fácil compreensão pra começar a escrever ES6", 
jirengu/frontend-interview, 299, 36, "前端笔试面试题题库", 
QConChina/QConShanghai2016, 298, 175, "QCon上海2016幻灯片", 
LineageOS/android, 297, 32, "Misc Android stuff", 
awslabs/serverless-application-model, 292, 28, "AWS Serverless Application Model (AWS SAM) prescribes rules for expressing Serverless applications on AWS.", 
you-dont-need/You-Dont-Need-GUI, 289, 15, "Stop relying on GUI; CLI **ROCKS**", 
madongqiang2201/views, 289, 76, "A collection of cool android custom views", 
swift-server/work-group, 283, 52, "Work group steering the development and direction of the Swift Server APIs", 
SKTBrain/awesome-starcraftAI, 281, 18, "A curated list of resources dedicated to StarCraft AI.", 
liulex/Snipaste-Feedback, 280, 23, "Snipaste wiki & feedback", 
mikaelbr/open-source-ideas, 279, 5, ":open_hands: Ever had a cool idea to an Open Source project but didn't have the time to implement yourself? Let someone else give it a try!", 
tobiasbueschel/awesome-pokemon, 274, 30, ":video_game: A curated list of awesome Pokemon & Pokemon Go resources, tools and more.", 
tsrot/study-notes, 273, 105, "WEB前端学习笔记和感悟。If you don’t learn to think when you are young, you may never learn.", 
DDFE/DDFE-blog, 271, 27, "welcome to DDFE's blog", 
joereynolds/what-to-code, 270, 15, "Ideas for things to program", 
Geekbang/ArchSummit, 269, 101, "ArchSummit全球架构师峰会", 
GeekLiB/AR-Source, 259, 72, "Augmented reality (AR) development resources(增强现实开发资源汇总)", 
jesstelford/react-workshop, 256, 24, "An at-your-own pace practical workshop for absolute beginners to react", 
fkomauli/riforma-costituzionale, 256, 35, "Disposizioni per il superamento del bicameralismo paritario, la riduzione del numero dei parlamentari, il contenimento dei costi di funzionamento delle istituzioni, la soppressione del CNEL e la revisione del titolo V della parte II della Costituzione.", 
github/game-off-2016, 253, 581, "GitHub's month-long game jam :video_game: November 2016", 
FreeCodeCamp/how-to-contribute-to-open-source, 253, 41, "A guide to contributing to open source", 
crazycodeboy/react-native-awesome, 250, 77, "React Native 学习资源精选仓库(汇聚知识，分享精华)汇集了各类react-native学习资料、工具、组件、开源App、资源下载、以及相关新闻等，只求精不求全。", 
RyanZim/awesome-npm-scripts, 247, 7, "Everything awesome related to npm scripts and using npm as a build tool.", 
dargaCode/LogicAndCodingGames, 247, 18, "(Markdown) - A list of programming-related games I'd like to try", 
dongweiming/commentbox, 246, 123, "网易云音乐精彩评论[关闭]", 
sindresorhus/ponyfill, 246, 8, "🦄 Like polyfill but with pony pureness", 
sindresorhus/promise-fun, 244, 4, "Promise packages, patterns, chat, and tutorials", 
mylxsw/growing-up, 244, 43, "程序猿成长计划", 
DyncLang/DevLiveBook, 243, 65, "励志成为较全的直播技术导航_AnyRTC", 
SwiftOldDriver/SwiftMarch, 241, 37, "从开发者角度介绍被广泛运用于实际Swift项目中的开源库。", 
groob/goviz-frameworks, 240, 19, "pretty pictures of web frameworks and applications", 
walmartlabs/electrode, 233, 10, "Electrode - Application Platform on React/Node.js powering Walmart.com", 
ExtremeMart/DeepLearningBook-CN, 233, 81, "A translation of the deep learning book (翻译《深度学习》)", 
secfigo/Awesome-Fuzzing, 230, 58, "A curated list of fuzzing resources ( Books, courses - free and paid, videos, tools, tutorials and vulnerable applications to practice on ) for learning Fuzzing and initial phases of Exploit Development like root cause analysis.", 
staltz/comver, 220, 1, "Compatible Versioning: major.minor only", 
daijifeng001/TA-FCN, 219, 31, "Fully Convolutional Instance-aware Semantic Segmentation", 
bjango/Greyprint, 217, 8, "Templates with pre-made styles to assist icon, symbol, and glyph design.", 
dvajs/dva-docs, 216, 96, "Deprecated.", 
Developer-Y/Scalable-Software-Architecture, 209, 39, "Collection of tech talks, papers and web links on Distributed Systems, Scalability and System Design.", 
zhengmin1989/GreatiOSJailbreakMaterial, 207, 38, "Great iOS Jailbreak Material!  - I Read Hundreds of Papers and PPTs. Only List the Most Useful Materials Here!", 
Miej/GoDeeper, 204, 19, "", 
figs-lab/datalegreya, 204, 12, "Datalegreya, the typeface that melts text and data visualisation", 
duffn/dumb-password-rules, 204, 30, "Shaming sites with dumb password rules.", 
kenberkeley/bigger-jser, 203, 32, "前端 JSer 装逼手册", 
facert/awesome-spider, 203, 71, "爬虫集合", 
ryanhoo/make-icons, 203, 15, "A demonstration for practicing Sketch skills by following the tutorial #makeicons step by step.", 
Gorcenski/voting-machines, 200, 4, "A repo for exploring the software quality of electronic voting machines", 
tee4it/itprints, 199, 13, "Prints and posters for IT Professionals", 
xairy/linux-kernel-exploitation, 198, 57, "A bunch of links related to Linux kernel fuzzing and exploitation", 
QMUI/qmui-ios-codesnippets, 195, 27, "用于Xcode使用的iOS通用代码片段，其中也包含若干专用于QMUI iOS框架的代码片段。", 
prahladyeri/CuratedLists, 194, 20, "Curated Lists of various things", 
ysrc/F-Scrack, 192, 104, "F-Scrack is a single file bruteforcer supports multi-protocol", 
PokeAlert/PokeAlert, 192, 60, "", 
openMVG/awesome_3DReconstruction_list, 190, 60, "A curated list of papers & ressources linked to 3D reconstruction from images.", 
